orderId,orderDate,companyName,country,productName,categoryName,quantity,unitPrice,revenue
10315,"2006-09-26 00:00:00","Customer LJUCA",UK,"Product SWNJY",Beverages,14,11.20,156.80
10358,"2006-11-20 00:00:00","Customer XIIWM",France,"Product SWNJY",Beverages,10,11.20,112.00
10367,"2006-11-28 00:00:00","Customer ZRNDE",Denmark,"Product SWNJY",Beverages,36,11.20,403.20
10386,"2006-12-18 00:00:00","Customer KIdPX",Brazil,"Product SWNJY",Beverages,10,11.20,112.00
10438,"2007-02-06 00:00:00","Customer FAPSM",Germany,"Product SWNJY",Beverages,20,11.20,224.00
10483,"2007-03-24 00:00:00","Customer YBQTI",USA,"Product SWNJY",Beverages,35,11.20,392.00
10548,"2007-05-26 00:00:00","Customer FAPSM",Germany,"Product SWNJY",Beverages,10,14.00,140.00
10573,"2007-06-19 00:00:00","Customer KBUDE",Mexico,"Product SWNJY",Beverages,40,14.00,560.00
10688,"2007-10-01 00:00:00","Customer ZRNDE",Denmark,"Product SWNJY",Beverages,14,14.00,196.00
10700,"2007-10-10 00:00:00","Customer LCOUJ",USA,"Product SWNJY",Beverages,12,14.00,168.00
10757,"2007-11-27 00:00:00","Customer LCOUJ",USA,"Product SWNJY",Beverages,30,14.00,420.00
10805,"2007-12-30 00:00:00","Customer LCYBZ",USA,"Product SWNJY",Beverages,10,14.00,140.00
10890,"2008-02-16 00:00:00","Customer BSVAR",France,"Product SWNJY",Beverages,10,14.00,140.00
10937,"2008-03-10 00:00:00","Customer PSNMQ",Argentina,"Product SWNJY",Beverages,20,14.00,280.00
10990,"2008-04-01 00:00:00","Customer THHDP",Austria,"Product SWNJY",Beverages,60,14.00,840.00
11008,"2008-04-08 00:00:00","Customer THHDP",Austria,"Product SWNJY",Beverages,90,14.00,1260.00
11063,"2008-04-30 00:00:00","Customer FRXZL",Ireland,"Product SWNJY",Beverages,30,14.00,420.00
11066,"2008-05-01 00:00:00","Customer YBQTI",USA,"Product SWNJY",Beverages,35,14.00,490.00
10261,"2006-07-19 00:00:00","Customer WULWD",Brazil,"Product NEVTJ",Beverages,20,14.40,288.00
10281,"2006-08-14 00:00:00","Customer SIUIH",Spain,"Product NEVTJ",Beverages,4,14.40,57.60
10286,"2006-08-21 00:00:00","Customer IRRVL",Germany,"Product NEVTJ",Beverages,100,14.40,1440.00
10321,"2006-10-03 00:00:00","Customer LJUCA",UK,"Product NEVTJ",Beverages,10,14.40,144.00
10324,"2006-10-08 00:00:00","Customer LCOUJ",USA,"Product NEVTJ",Beverages,70,14.40,1008.00
10390,"2006-12-23 00:00:00","Customer THHDP",Austria,"Product NEVTJ",Beverages,40,14.40,576.00
10398,"2006-12-30 00:00:00","Customer LCOUJ",USA,"Product NEVTJ",Beverages,30,14.40,432.00
10400,"2007-01-01 00:00:00","Customer RFNQC",UK,"Product NEVTJ",Beverages,35,14.40,504.00
10424,"2007-01-23 00:00:00","Customer PVDZC",Canada,"Product NEVTJ",Beverages,60,14.40,864.00
10444,"2007-02-12 00:00:00","Customer HGVLZ",Sweden,"Product NEVTJ",Beverages,8,14.40,115.20
10521,"2007-04-29 00:00:00","Customer PSNMQ",Argentina,"Product NEVTJ",Beverages,3,18.00,54.00
10546,"2007-05-23 00:00:00","Customer NRCSK",France,"Product NEVTJ",Beverages,30,18.00,540.00
10551,"2007-05-28 00:00:00","Customer XYUFB",Portugal,"Product NEVTJ",Beverages,20,18.00,360.00
10553,"2007-05-30 00:00:00","Customer ZHYOS",Finland,"Product NEVTJ",Beverages,6,18.00,108.00
10578,"2007-06-24 00:00:00","Customer UBHAU",UK,"Product NEVTJ",Beverages,20,18.00,360.00
10587,"2007-07-02 00:00:00","Customer WULWD",Brazil,"Product NEVTJ",Beverages,20,18.00,360.00
10589,"2007-07-04 00:00:00","Customer YSIQX",USA,"Product NEVTJ",Beverages,4,18.00,72.00
10595,"2007-07-10 00:00:00","Customer THHDP",Austria,"Product NEVTJ",Beverages,30,18.00,540.00
10623,"2007-08-07 00:00:00","Customer AZJED",Germany,"Product NEVTJ",Beverages,30,18.00,540.00
10697,"2007-10-08 00:00:00","Customer PSQUZ",Venezuela,"Product NEVTJ",Beverages,9,18.00,162.00
10720,"2007-10-28 00:00:00","Customer WULWD",Brazil,"Product NEVTJ",Beverages,21,18.00,378.00
10740,"2007-11-13 00:00:00","Customer YBQTI",USA,"Product NEVTJ",Beverages,35,18.00,630.00
10789,"2007-12-22 00:00:00","Customer WVFAF",France,"Product NEVTJ",Beverages,15,18.00,270.00
10821,"2008-01-08 00:00:00","Customer XOJYP",USA,"Product NEVTJ",Beverages,20,18.00,360.00
10831,"2008-01-14 00:00:00","Customer TMXGN",Norway,"Product NEVTJ",Beverages,8,18.00,144.00
10836,"2008-01-16 00:00:00","Customer THHDP",Austria,"Product NEVTJ",Beverages,6,18.00,108.00
10845,"2008-01-21 00:00:00","Customer IRRVL",Germany,"Product NEVTJ",Beverages,25,18.00,450.00
10864,"2008-02-02 00:00:00","Customer HFBZG",UK,"Product NEVTJ",Beverages,4,18.00,72.00
10868,"2008-02-04 00:00:00","Customer WFIZJ",Brazil,"Product NEVTJ",Beverages,30,18.00,540.00
10870,"2008-02-04 00:00:00","Customer CCFIZ",Poland,"Product NEVTJ",Beverages,3,18.00,54.00
10921,"2008-03-03 00:00:00","Customer ZRNDE",Denmark,"Product NEVTJ",Beverages,10,18.00,180.00
10957,"2008-03-18 00:00:00","Customer UMTLM",Venezuela,"Product NEVTJ",Beverages,40,18.00,720.00
11002,"2008-04-06 00:00:00","Customer LCOUJ",USA,"Product NEVTJ",Beverages,15,18.00,270.00
11035,"2008-04-20 00:00:00","Customer SFOGW",Belgium,"Product NEVTJ",Beverages,60,18.00,1080.00
11039,"2008-04-21 00:00:00","Customer PSQUZ",Venezuela,"Product NEVTJ",Beverages,24,18.00,432.00
11046,"2008-04-23 00:00:00","Customer SNXOJ",Germany,"Product NEVTJ",Beverages,18,18.00,324.00
10329,"2006-10-15 00:00:00","Customer XOJYP",USA,"Product QDOMO",Beverages,20,210.80,4216.00
10351,"2006-11-11 00:00:00","Customer THHDP",Austria,"Product QDOMO",Beverages,20,210.80,4216.00
10353,"2006-11-13 00:00:00","Customer LOLJO",Austria,"Product QDOMO",Beverages,50,210.80,10540.00
10360,"2006-11-22 00:00:00","Customer QXVLA",France,"Product QDOMO",Beverages,10,210.80,2108.00
10372,"2006-12-04 00:00:00","Customer WFIZJ",Brazil,"Product QDOMO",Beverages,40,210.80,8432.00
10417,"2007-01-16 00:00:00","Customer JMIKW",Denmark,"Product QDOMO",Beverages,50,210.80,10540.00
10424,"2007-01-23 00:00:00","Customer PVDZC",Canada,"Product QDOMO",Beverages,49,210.80,10329.20
10479,"2007-03-19 00:00:00","Customer NYUHS",USA,"Product QDOMO",Beverages,30,210.80,6324.00
10518,"2007-04-25 00:00:00","Customer VONTK",Mexico,"Product QDOMO",Beverages,15,263.50,3952.50
10540,"2007-05-19 00:00:00","Customer IRRVL",Germany,"Product QDOMO",Beverages,30,263.50,7905.00
10541,"2007-05-19 00:00:00","Customer IBVRG",Brazil,"Product QDOMO",Beverages,4,263.50,1054.00
10616,"2007-07-31 00:00:00","Customer YSIQX",USA,"Product QDOMO",Beverages,15,263.50,3952.50
10672,"2007-09-17 00:00:00","Customer HGVLZ",Sweden,"Product QDOMO",Beverages,15,263.50,3952.50
10783,"2007-12-18 00:00:00","Customer IBVRG",Brazil,"Product QDOMO",Beverages,5,263.50,1317.50
10805,"2007-12-30 00:00:00","Customer LCYBZ",USA,"Product QDOMO",Beverages,10,263.50,2635.00
10816,"2008-01-06 00:00:00","Customer YSIQX",USA,"Product QDOMO",Beverages,30,263.50,7905.00
10817,"2008-01-06 00:00:00","Customer GLLAG",Germany,"Product QDOMO",Beverages,30,263.50,7905.00
10828,"2008-01-13 00:00:00","Customer LWGMD",Argentina,"Product QDOMO",Beverages,2,263.50,527.00
10831,"2008-01-14 00:00:00","Customer TMXGN",Norway,"Product QDOMO",Beverages,8,263.50,2108.00
10865,"2008-02-02 00:00:00","Customer IRRVL",Germany,"Product QDOMO",Beverages,60,263.50,15810.00
10889,"2008-02-16 00:00:00","Customer NYUHS",USA,"Product QDOMO",Beverages,40,263.50,10540.00
10964,"2008-03-20 00:00:00","Customer YSHXL",France,"Product QDOMO",Beverages,5,263.50,1317.50
10981,"2008-03-27 00:00:00","Customer IBVRG",Brazil,"Product QDOMO",Beverages,60,263.50,15810.00
11032,"2008-04-17 00:00:00","Customer YBQTI",USA,"Product QDOMO",Beverages,25,263.50,6587.50
10253,"2006-07-10 00:00:00","Customer IBVRG",Brazil,"Product LSOFL",Beverages,42,14.40,604.80
10257,"2006-07-16 00:00:00","Customer UMTLM",Venezuela,"Product LSOFL",Beverages,6,14.40,86.40
10297,"2006-09-04 00:00:00","Customer QXVLA",France,"Product LSOFL",Beverages,60,14.40,864.00
10305,"2006-09-13 00:00:00","Customer KZQZT",USA,"Product LSOFL",Beverages,30,14.40,432.00
10323,"2006-10-07 00:00:00","Customer GLLAG",Germany,"Product LSOFL",Beverages,4,14.40,57.60
10347,"2006-11-06 00:00:00","Customer KIdPX",Brazil,"Product LSOFL",Beverages,50,14.40,720.00
10361,"2006-11-22 00:00:00","Customer IRRVL",Germany,"Product LSOFL",Beverages,54,14.40,777.60
10377,"2006-12-09 00:00:00","Customer AHPOP",UK,"Product LSOFL",Beverages,20,14.40,288.00
10445,"2007-02-13 00:00:00","Customer HGVLZ",Sweden,"Product LSOFL",Beverages,6,14.40,86.40
10455,"2007-02-24 00:00:00","Customer ZHYOS",Finland,"Product LSOFL",Beverages,20,14.40,288.00
10477,"2007-03-17 00:00:00","Customer QZURI",Portugal,"Product LSOFL",Beverages,20,14.40,288.00
10508,"2007-04-16 00:00:00","Customer QNIVZ",Germany,"Product LSOFL",Beverages,10,18.00,180.00
10577,"2007-06-23 00:00:00","Customer EYHKM",USA,"Product LSOFL",Beverages,10,18.00,180.00
10614,"2007-07-29 00:00:00","Customer XHXJV",Germany,"Product LSOFL",Beverages,5,18.00,90.00
10643,"2007-08-25 00:00:00","Customer NRZBB",Germany,"Product LSOFL",Beverages,21,18.00,378.00
10647,"2007-08-27 00:00:00","Customer WULWD",Brazil,"Product LSOFL",Beverages,20,18.00,360.00
10654,"2007-09-02 00:00:00","Customer HGVLZ",Sweden,"Product LSOFL",Beverages,20,18.00,360.00
10661,"2007-09-09 00:00:00","Customer FRXZL",Ireland,"Product LSOFL",Beverages,3,18.00,54.00
10762,"2007-12-02 00:00:00","Customer CYZTN",Sweden,"Product LSOFL",Beverages,16,18.00,288.00
10764,"2007-12-03 00:00:00","Customer THHDP",Austria,"Product LSOFL",Beverages,130,18.00,2340.00
10784,"2007-12-18 00:00:00","Customer CQRAA",Italy,"Product LSOFL",Beverages,2,18.00,36.00
10827,"2008-01-12 00:00:00","Customer RTXGC",France,"Product LSOFL",Beverages,21,18.00,378.00
10830,"2008-01-13 00:00:00","Customer YQQWW",Brazil,"Product LSOFL",Beverages,28,18.00,504.00
10840,"2008-01-19 00:00:00","Customer PSQUZ",Venezuela,"Product LSOFL",Beverages,10,18.00,180.00
10865,"2008-02-02 00:00:00","Customer IRRVL",Germany,"Product LSOFL",Beverages,80,18.00,1440.00
10895,"2008-02-18 00:00:00","Customer THHDP",Austria,"Product LSOFL",Beverages,45,18.00,810.00
10899,"2008-02-20 00:00:00","Customer XPNIK",Venezuela,"Product LSOFL",Beverages,8,18.00,144.00
10977,"2008-03-26 00:00:00","Customer CYZTN",Sweden,"Product LSOFL",Beverages,30,18.00,540.00
11069,"2008-05-04 00:00:00","Customer VONTK",Mexico,"Product LSOFL",Beverages,20,18.00,360.00
11077,"2008-05-06 00:00:00","Customer NYUHS",USA,"Product LSOFL",Beverages,2,18.00,36.00
10270,"2006-08-01 00:00:00","Customer ZHYOS",Finland,"Product ZZZHR",Beverages,25,36.80,920.00
10294,"2006-08-30 00:00:00","Customer NYUHS",USA,"Product ZZZHR",Beverages,15,36.80,552.00
10302,"2006-09-10 00:00:00","Customer SFOGW",Belgium,"Product ZZZHR",Beverages,12,36.80,441.60
10309,"2006-09-19 00:00:00","Customer FRXZL",Ireland,"Product ZZZHR",Beverages,20,36.80,736.00
10312,"2006-09-23 00:00:00","Customer SNXOJ",Germany,"Product ZZZHR",Beverages,24,36.80,883.20
10340,"2006-10-29 00:00:00","Customer RTXGC",France,"Product ZZZHR",Beverages,40,36.80,1472.00
10458,"2007-02-26 00:00:00","Customer SFOGW",Belgium,"Product ZZZHR",Beverages,20,36.80,736.00
10464,"2007-03-04 00:00:00","Customer XYUFB",Portugal,"Product ZZZHR",Beverages,3,36.80,110.40
10468,"2007-03-07 00:00:00","Customer GLLAG",Germany,"Product ZZZHR",Beverages,15,36.80,552.00
10507,"2007-04-15 00:00:00","Customer KBUDE",Mexico,"Product ZZZHR",Beverages,15,46.00,690.00
10524,"2007-05-01 00:00:00","Customer HGVLZ",Sweden,"Product ZZZHR",Beverages,60,46.00,2760.00
10530,"2007-05-08 00:00:00","Customer LOLJO",Austria,"Product ZZZHR",Beverages,25,46.00,1150.00
10644,"2007-08-25 00:00:00","Customer SRQVM",Brazil,"Product ZZZHR",Beverages,20,46.00,920.00
10673,"2007-09-18 00:00:00","Customer XBBVR",Finland,"Product ZZZHR",Beverages,6,46.00,276.00
